id,text,cleaned_text,tokens,stemmed_tokens,lemmatized_tokens,createdAt,Aspect,Sentiment
1795201537771217152,Which school of reasoning is most likely to stop the conflict in Ukraine and the Middle East?,which school of reasoning is most likely to stop the conflict in ukraine and the middle east,"['school', 'reasoning', 'likely', 'stop', 'conflict', 'ukraine', 'middle', 'east']","['school', 'reason', 'like', 'stop', 'conflict', 'ukrain', 'middl', 'east']","['school', 'reasoning', 'likely', 'stop', 'conflict', 'ukraine', 'middle', 'east']",Mon May 27 21:12:54 +0000 2024,Conflict,NEGATIVE
1795200613447275008,"@RazzberryYams a lot of people have accepted that's there's naturally always a ton of conflict in the middle east. i'd say the avg american who hears abt I/P on the news is like, ""It sucks, but that's just how it is""", a lot of people have accepted thats theres naturally always a ton of conflict in the middle east id say the avg american who hears abt ip on the news is like it sucks but thats just how it is,"['lot', 'people', 'accepted', 'thats', 'theres', 'naturally', 'always', 'ton', 'conflict', 'middle', 'east', 'id', 'say', 'avg', 'american', 'hears', 'abt', 'ip', 'news', 'like', 'sucks', 'thats']","['lot', 'peopl', 'accept', 'that', 'there', 'natur', 'alway', 'ton', 'conflict', 'middl', 'east', 'id', 'say', 'avg', 'american', 'hear', 'abt', 'ip', 'news', 'like', 'suck', 'that']","['lot', 'people', 'accepted', 'thats', 'there', 'naturally', 'always', 'ton', 'conflict', 'middle', 'east', 'id', 'say', 'avg', 'american', 'hears', 'abt', 'ip', 'news', 'like', 'suck', 'thats']",Mon May 27 21:09:14 +0000 2024,Conflict,NEGATIVE
1795198229715329536,@Sineadmcgar @MaxNordau @jai_lies The exercising of your demons related to your conflict with the British has led you to support their equivalent in the middle east and you don't even know it. You think cause the IRA used terrorism and the Palestinians use terrorism that somehow your stories are alike,   the exercising of your demons related to your conflict with the british has led you to support their equivalent in the middle east and you dont even know it you think cause the ira used terrorism and the palestinians use terrorism that somehow your stories are alike,"['exercising', 'demons', 'related', 'conflict', 'british', 'led', 'support', 'equivalent', 'middle', 'east', 'dont', 'even', 'know', 'think', 'cause', 'ira', 'used', 'terrorism', 'palestinians', 'use', 'terrorism', 'somehow', 'stories', 'alike']","['exercis', 'demon', 'relat', 'conflict', 'british', 'led', 'support', 'equival', 'middl', 'east', 'dont', 'even', 'know', 'think', 'caus', 'ira', 'use', 'terror', 'palestinian', 'use', 'terror', 'somehow', 'stori', 'alik']","['exercising', 'demon', 'related', 'conflict', 'british', 'led', 'support', 'equivalent', 'middle', 'east', 'dont', 'even', 'know', 'think', 'cause', 'ira', 'used', 'terrorism', 'palestinian', 'use', 'terrorism', 'somehow', 'story', 'alike']",Mon May 27 20:59:45 +0000 2024,Conflict,POSITIVE
1795195010192716032,"Gather round class..

The entire global economy has been affected by the Russia-Ukrainian conflict which has ignited the Middle East conflicts creating a BRICS alliance that will drop the dollar/US as their primary trade partner. 

Now we’re waiting on China and Taiwan to reach battle ready status.

Effectively Biden and demtards have done exactly what they said Trump would do start a world war.","gather round class

the entire global economy has been affected by the russiaukrainian conflict which has ignited the middle east conflicts creating a brics alliance that will drop the dollarus as their primary trade partner 

now were waiting on china and taiwan to reach battle ready status

effectively biden and demtards have done exactly what they said trump would do start a world war","['gather', 'round', 'class', 'entire', 'global', 'economy', 'affected', 'russiaukrainian', 'conflict', 'ignited', 'middle', 'east', 'conflicts', 'creating', 'brics', 'alliance', 'drop', 'dollarus', 'primary', 'trade', 'partner', 'waiting', 'china', 'taiwan', 'reach', 'battle', 'ready', 'status', 'effectively', 'biden', 'demtards', 'done', 'exactly', 'said', 'trump', 'would', 'start', 'world', 'war']","['gather', 'round', 'class', 'entir', 'global', 'economi', 'affect', 'russiaukrainian', 'conflict', 'ignit', 'middl', 'east', 'conflict', 'creat', 'bric', 'allianc', 'drop', 'dollaru', 'primari', 'trade', 'partner', 'wait', 'china', 'taiwan', 'reach', 'battl', 'readi', 'statu', 'effect', 'biden', 'demtard', 'done', 'exactli', 'said', 'trump', 'would', 'start', 'world', 'war']","['gather', 'round', 'class', 'entire', 'global', 'economy', 'affected', 'russiaukrainian', 'conflict', 'ignited', 'middle', 'east', 'conflict', 'creating', 'brics', 'alliance', 'drop', 'dollarus', 'primary', 'trade', 'partner', 'waiting', 'china', 'taiwan', 'reach', 'battle', 'ready', 'status', 'effectively', 'biden', 'demtards', 'done', 'exactly', 'said', 'trump', 'would', 'start', 'world', 'war']",Mon May 27 20:46:58 +0000 2024,Conflict,NEGATIVE
1795194809180667904,"@SHK_UK He is right, he does not have to alienate and divide us, we are! The conflict in the middle east has exacerbated and shown what many muslims think!!", he is right he does not have to alienate and divide us we are the conflict in the middle east has exacerbated and shown what many muslims think,"['right', 'alienate', 'divide', 'us', 'conflict', 'middle', 'east', 'exacerbated', 'shown', 'many', 'muslims', 'think']","['right', 'alien', 'divid', 'us', 'conflict', 'middl', 'east', 'exacerb', 'shown', 'mani', 'muslim', 'think']","['right', 'alienate', 'divide', 'u', 'conflict', 'middle', 'east', 'exacerbated', 'shown', 'many', 'muslim', 'think']",Mon May 27 20:46:10 +0000 2024,Conflict,POSITIVE
1795192085169033472,@vituperativeerb @jamandabop @katewillett It's not a random think tank. It's a neoliberal think tank that supports Israel.  Its experts on the Middle East and the Israeli conflict include a former IDF combat commander.,   its not a random think tank its a neoliberal think tank that supports israel  its experts on the middle east and the israeli conflict include a former idf combat commander,"['random', 'think', 'tank', 'neoliberal', 'think', 'tank', 'supports', 'israel', 'experts', 'middle', 'east', 'israeli', 'conflict', 'include', 'former', 'idf', 'combat', 'commander']","['random', 'think', 'tank', 'neoliber', 'think', 'tank', 'support', 'israel', 'expert', 'middl', 'east', 'isra', 'conflict', 'includ', 'former', 'idf', 'combat', 'command']","['random', 'think', 'tank', 'neoliberal', 'think', 'tank', 'support', 'israel', 'expert', 'middle', 'east', 'israeli', 'conflict', 'include', 'former', 'idf', 'combat', 'commander']",Mon May 27 20:35:20 +0000 2024,Conflict,POSITIVE
1795189913387708672,"@BeckettUnite Say bye to Rafa. Until these Murderous fiends exit ALL other countries and return to ""their Mecca"" &amp; try to defend the heart of the beast, then after 1 month there will no longer be middle east conflict. Might can work down to a few days but pesky rodents hide in cracks.💯🇺🇸", say bye to rafa until these murderous fiends exit all other countries and return to their mecca amp try to defend the heart of the beast then after  month there will no longer be middle east conflict might can work down to a few days but pesky rodents hide in cracks,"['say', 'bye', 'rafa', 'murderous', 'fiends', 'exit', 'countries', 'return', 'mecca', 'amp', 'try', 'defend', 'heart', 'beast', 'month', 'longer', 'middle', 'east', 'conflict', 'might', 'work', 'days', 'pesky', 'rodents', 'hide', 'cracks']","['say', 'bye', 'rafa', 'murder', 'fiend', 'exit', 'countri', 'return', 'mecca', 'amp', 'tri', 'defend', 'heart', 'beast', 'month', 'longer', 'middl', 'east', 'conflict', 'might', 'work', 'day', 'peski', 'rodent', 'hide', 'crack']","['say', 'bye', 'rafa', 'murderous', 'fiend', 'exit', 'country', 'return', 'mecca', 'amp', 'try', 'defend', 'heart', 'beast', 'month', 'longer', 'middle', 'east', 'conflict', 'might', 'work', 'day', 'pesky', 'rodent', 'hide', 'crack']",Mon May 27 20:26:43 +0000 2024,Conflict,NEGATIVE
1795187606935806208,‘the middle east conflict doesn’t involve us’ https://t.co/bwQ6X4IePu,the middle east conflict doesnt involve us ,"['middle', 'east', 'conflict', 'doesnt', 'involve', 'us']","['middl', 'east', 'conflict', 'doesnt', 'involv', 'us']","['middle', 'east', 'conflict', 'doesnt', 'involve', 'u']",Mon May 27 20:17:33 +0000 2024,Conflict,NEGATIVE
1795187379700916224,"@charley047 @anniekarni I'm sorry, who is the one picking fights with who here? The left is is the side that decided after Oct. 7 that a decades-long Middle East conflict was the only issue that mattered in America. @JohnFetterman has found his voice on behalf of us Dems who are sick of the left's b.s.",  im sorry who is the one picking fights with who here the left is is the side that decided after oct  that a decadeslong middle east conflict was the only issue that mattered in america  has found his voice on behalf of us dems who are sick of the lefts bs,"['im', 'sorry', 'one', 'picking', 'fights', 'left', 'side', 'decided', 'oct', 'decadeslong', 'middle', 'east', 'conflict', 'issue', 'mattered', 'america', 'found', 'voice', 'behalf', 'us', 'dems', 'sick', 'lefts', 'bs']","['im', 'sorri', 'one', 'pick', 'fight', 'left', 'side', 'decid', 'oct', 'decadeslong', 'middl', 'east', 'conflict', 'issu', 'matter', 'america', 'found', 'voic', 'behalf', 'us', 'dem', 'sick', 'left', 'bs']","['im', 'sorry', 'one', 'picking', 'fight', 'left', 'side', 'decided', 'oct', 'decadeslong', 'middle', 'east', 'conflict', 'issue', 'mattered', 'america', 'found', 'voice', 'behalf', 'u', 'dems', 'sick', 'left', 'b']",Mon May 27 20:16:38 +0000 2024,Conflict,NEGATIVE
1795186101667111424,"It’s ‘The Gaza Graduation’ Game show. 

Protesters display their ‘knowledge’ of Israel/Hamas conflict and Middle East issues 

 https://t.co/Rw4pY4rf7X","its the gaza graduation game show 

protesters display their knowledge of israelhamas conflict and middle east issues 

 ","['gaza', 'graduation', 'game', 'show', 'protesters', 'display', 'knowledge', 'israelhamas', 'conflict', 'middle', 'east', 'issues']","['gaza', 'graduat', 'game', 'show', 'protest', 'display', 'knowledg', 'israelhama', 'conflict', 'middl', 'east', 'issu']","['gaza', 'graduation', 'game', 'show', 'protester', 'display', 'knowledge', 'israelhamas', 'conflict', 'middle', 'east', 'issue']",Mon May 27 20:11:34 +0000 2024,Boycott,NEGATIVE
1795185984935481600,@RedemptionBroon @Werereader @biscuitsgod You need to read up on why the Middle East is constantly in conflict it should not surprise you why 👀,   you need to read up on why the middle east is constantly in conflict it should not surprise you why ,"['need', 'read', 'middle', 'east', 'constantly', 'conflict', 'surprise']","['need', 'read', 'middl', 'east', 'constantli', 'conflict', 'surpris']","['need', 'read', 'middle', 'east', 'constantly', 'conflict', 'surprise']",Mon May 27 20:11:06 +0000 2024,Conflict,NEGATIVE
1795184696952795392,"⚡️ #BREAKING 

Belgian Deputy Prime Minister: 

The time has come to impose sanctions on #Israel. 

#Belgium #Sanctions #Israel #GazaGenocide‌ #RafafOnFıre #MiddleEastConflict 

Follow @Babylonbulletin for updates. https://t.co/dOD1UPNu8G"," breaking 

belgian deputy prime minister 

the time has come to impose sanctions on israel 

belgium sanctions israel gazagenocide rafafonfıre middleeastconflict 

follow  for updates ","['breaking', 'belgian', 'deputy', 'prime', 'minister', 'time', 'come', 'impose', 'sanctions', 'israel', 'belgium', 'sanctions', 'israel', 'gazagenocide', 'rafafonfıre', 'middleeastconflict', 'follow', 'updates']","['break', 'belgian', 'deputi', 'prime', 'minist', 'time', 'come', 'impos', 'sanction', 'israel', 'belgium', 'sanction', 'israel', 'gazagenocid', 'rafafonfır', 'middleeastconflict', 'follow', 'updat']","['breaking', 'belgian', 'deputy', 'prime', 'minister', 'time', 'come', 'impose', 'sanction', 'israel', 'belgium', 'sanction', 'israel', 'gazagenocide', 'rafafonfıre', 'middleeastconflict', 'follow', 'update']",Mon May 27 20:05:59 +0000 2024,Conflict,NEGATIVE
1795182236322460160,"Once Muslim &amp; Jewish were worshipping together as Muslim were sharing mosques around Bukhara &amp; Samarkand in Central Asia and all around Islamic world with Jewish communities, but the Israel-Palestine conflicts &amp; Netanyahu like-minded people fuel this conflict, &amp; propagated hate.",once muslim amp jewish were worshipping together as muslim were sharing mosques around bukhara amp samarkand in central asia and all around islamic world with jewish communities but the israelpalestine conflicts amp netanyahu likeminded people fuel this conflict amp propagated hate,"['muslim', 'amp', 'jewish', 'worshipping', 'together', 'muslim', 'sharing', 'mosques', 'around', 'bukhara', 'amp', 'samarkand', 'central', 'asia', 'around', 'islamic', 'world', 'jewish', 'communities', 'israelpalestine', 'conflicts', 'amp', 'netanyahu', 'likeminded', 'people', 'fuel', 'conflict', 'amp', 'propagated', 'hate']","['muslim', 'amp', 'jewish', 'worship', 'togeth', 'muslim', 'share', 'mosqu', 'around', 'bukhara', 'amp', 'samarkand', 'central', 'asia', 'around', 'islam', 'world', 'jewish', 'commun', 'israelpalestin', 'conflict', 'amp', 'netanyahu', 'likemind', 'peopl', 'fuel', 'conflict', 'amp', 'propag', 'hate']","['muslim', 'amp', 'jewish', 'worshipping', 'together', 'muslim', 'sharing', 'mosque', 'around', 'bukhara', 'amp', 'samarkand', 'central', 'asia', 'around', 'islamic', 'world', 'jewish', 'community', 'israelpalestine', 'conflict', 'amp', 'netanyahu', 'likeminded', 'people', 'fuel', 'conflict', 'amp', 'propagated', 'hate']",Mon May 27 19:56:12 +0000 2024,Conflict,NEGATIVE
1795175552833196544,"I’m not a fan of Biden, and I don’t support the US funding Israel and Ukraine, but calls for Biden’s arrest over the Israel-Palestine conflict and the deaths from it are asinine. It is war, Palestine attacked Israel and people act like Israel should roll over and take it. 🧵1/2",im not a fan of biden and i dont support the us funding israel and ukraine but calls for bidens arrest over the israelpalestine conflict and the deaths from it are asinine it is war palestine attacked israel and people act like israel should roll over and take it ,"['im', 'fan', 'biden', 'dont', 'support', 'us', 'funding', 'israel', 'ukraine', 'calls', 'bidens', 'arrest', 'israelpalestine', 'conflict', 'deaths', 'asinine', 'war', 'palestine', 'attacked', 'israel', 'people', 'act', 'like', 'israel', 'roll', 'take']","['im', 'fan', 'biden', 'dont', 'support', 'us', 'fund', 'israel', 'ukrain', 'call', 'biden', 'arrest', 'israelpalestin', 'conflict', 'death', 'asinin', 'war', 'palestin', 'attack', 'israel', 'peopl', 'act', 'like', 'israel', 'roll', 'take']","['im', 'fan', 'biden', 'dont', 'support', 'u', 'funding', 'israel', 'ukraine', 'call', 'bidens', 'arrest', 'israelpalestine', 'conflict', 'death', 'asinine', 'war', 'palestine', 'attacked', 'israel', 'people', 'act', 'like', 'israel', 'roll', 'take']",Mon May 27 19:29:39 +0000 2024,Conflict,NEGATIVE
1795175129535648000,Israel bombs yet another Gaza camp it had declared a safe zone | Israel-Palestine conflict News | Al Jazeera https://t.co/TV9OgCO1Uk,israel bombs yet another gaza camp it had declared a safe zone  israelpalestine conflict news  al jazeera ,"['israel', 'bombs', 'yet', 'another', 'gaza', 'camp', 'declared', 'safe', 'zone', 'israelpalestine', 'conflict', 'news', 'al', 'jazeera']","['israel', 'bomb', 'yet', 'anoth', 'gaza', 'camp', 'declar', 'safe', 'zone', 'israelpalestin', 'conflict', 'news', 'al', 'jazeera']","['israel', 'bomb', 'yet', 'another', 'gaza', 'camp', 'declared', 'safe', 'zone', 'israelpalestine', 'conflict', 'news', 'al', 'jazeera']",Mon May 27 19:27:58 +0000 2024,Conflict,NEGATIVE
1795173284763344896,@ChadNotChud they're acting like the israel-palestine conflict doesn't have decades of history and like the israeli gov hasn't made its positions and methods clear long ago. this didn't come out of nowhere, theyre acting like the israelpalestine conflict doesnt have decades of history and like the israeli gov hasnt made its positions and methods clear long ago this didnt come out of nowhere,"['theyre', 'acting', 'like', 'israelpalestine', 'conflict', 'doesnt', 'decades', 'history', 'like', 'israeli', 'gov', 'hasnt', 'made', 'positions', 'methods', 'clear', 'long', 'ago', 'didnt', 'come', 'nowhere']","['theyr', 'act', 'like', 'israelpalestin', 'conflict', 'doesnt', 'decad', 'histori', 'like', 'isra', 'gov', 'hasnt', 'made', 'posit', 'method', 'clear', 'long', 'ago', 'didnt', 'come', 'nowher']","['theyre', 'acting', 'like', 'israelpalestine', 'conflict', 'doesnt', 'decade', 'history', 'like', 'israeli', 'gov', 'hasnt', 'made', 'position', 'method', 'clear', 'long', 'ago', 'didnt', 'come', 'nowhere']",Mon May 27 19:20:38 +0000 2024,Conflict,NEGATIVE
1795173175732384000,"I’m suspect of anyone’s goodwill for the conflict in Israel-Palestine if they can’t recognize the paradox that both “sides” have their perpetrators and victims. Nobody’s hands are clean, other than the civilians (again, on both “sides”) whose leaders are using them as pawns.",im suspect of anyones goodwill for the conflict in israelpalestine if they cant recognize the paradox that both sides have their perpetrators and victims nobodys hands are clean other than the civilians again on both sides whose leaders are using them as pawns,"['im', 'suspect', 'anyones', 'goodwill', 'conflict', 'israelpalestine', 'cant', 'recognize', 'paradox', 'sides', 'perpetrators', 'victims', 'nobodys', 'hands', 'clean', 'civilians', 'sides', 'whose', 'leaders', 'using', 'pawns']","['im', 'suspect', 'anyon', 'goodwil', 'conflict', 'israelpalestin', 'cant', 'recogn', 'paradox', 'side', 'perpetr', 'victim', 'nobodi', 'hand', 'clean', 'civilian', 'side', 'whose', 'leader', 'use', 'pawn']","['im', 'suspect', 'anyones', 'goodwill', 'conflict', 'israelpalestine', 'cant', 'recognize', 'paradox', 'side', 'perpetrator', 'victim', 'nobody', 'hand', 'clean', 'civilian', 'side', 'whose', 'leader', 'using', 'pawn']",Mon May 27 19:20:12 +0000 2024,Conflict,NEGATIVE
1795172755173720064,"@abierkhatib Welcome to the horrific reality that is war. I’m sorry you believe this is unique to the Israel/Palestine conflict, it isn’t. There is nothing nice or palatable about warfare. People die, a lot of innocent people die. If you want it to stop, you need to stop supporting…", welcome to the horrific reality that is war im sorry you believe this is unique to the israelpalestine conflict it isnt there is nothing nice or palatable about warfare people die a lot of innocent people die if you want it to stop you need to stop supporting,"['welcome', 'horrific', 'reality', 'war', 'im', 'sorry', 'believe', 'unique', 'israelpalestine', 'conflict', 'isnt', 'nothing', 'nice', 'palatable', 'warfare', 'people', 'die', 'lot', 'innocent', 'people', 'die', 'want', 'stop', 'need', 'stop', 'supporting']","['welcom', 'horrif', 'realiti', 'war', 'im', 'sorri', 'believ', 'uniqu', 'israelpalestin', 'conflict', 'isnt', 'noth', 'nice', 'palat', 'warfar', 'peopl', 'die', 'lot', 'innoc', 'peopl', 'die', 'want', 'stop', 'need', 'stop', 'support']","['welcome', 'horrific', 'reality', 'war', 'im', 'sorry', 'believe', 'unique', 'israelpalestine', 'conflict', 'isnt', 'nothing', 'nice', 'palatable', 'warfare', 'people', 'die', 'lot', 'innocent', 'people', 'die', 'want', 'stop', 'need', 'stop', 'supporting']",Mon May 27 19:18:32 +0000 2024,Conflict,NEGATIVE
1795171851066364160,"@lurie_john Trump, Biden and RFKJr do not have the moral leadership worth of America. The Israel-Palestine conflict has made it clear.", trump biden and rfkjr do not have the moral leadership worth of america the israelpalestine conflict has made it clear,"['trump', 'biden', 'rfkjr', 'moral', 'leadership', 'worth', 'america', 'israelpalestine', 'conflict', 'made', 'clear']","['trump', 'biden', 'rfkjr', 'moral', 'leadership', 'worth', 'america', 'israelpalestin', 'conflict', 'made', 'clear']","['trump', 'biden', 'rfkjr', 'moral', 'leadership', 'worth', 'america', 'israelpalestine', 'conflict', 'made', 'clear']",Mon May 27 19:14:56 +0000 2024,Conflict,NEGATIVE
1795171810503279104,"Most Americans on both sides of the Israel / Palestine conflict seem to understand that’s it’s a proxy war / projection of our own internal divides and that if you are on Team America, it’s critically important that Israel wins",most americans on both sides of the israel  palestine conflict seem to understand thats its a proxy war  projection of our own internal divides and that if you are on team america its critically important that israel wins,"['americans', 'sides', 'israel', 'palestine', 'conflict', 'seem', 'understand', 'thats', 'proxy', 'war', 'projection', 'internal', 'divides', 'team', 'america', 'critically', 'important', 'israel', 'wins']","['american', 'side', 'israel', 'palestin', 'conflict', 'seem', 'understand', 'that', 'proxi', 'war', 'project', 'intern', 'divid', 'team', 'america', 'critic', 'import', 'israel', 'win']","['american', 'side', 'israel', 'palestine', 'conflict', 'seem', 'understand', 'thats', 'proxy', 'war', 'projection', 'internal', 'divide', 'team', 'america', 'critically', 'important', 'israel', 'win']",Mon May 27 19:14:46 +0000 2024,Conflict,POSITIVE
1795171329651438080,Israel’s war on Gaza live news: Rafah carnage prompts global condemnation | Israel-Palestine conflict News | Al Jazeera https://t.co/R8aijwrNqz,israels war on gaza live news rafah carnage prompts global condemnation  israelpalestine conflict news  al jazeera ,"['israels', 'war', 'gaza', 'live', 'news', 'rafah', 'carnage', 'prompts', 'global', 'condemnation', 'israelpalestine', 'conflict', 'news', 'al', 'jazeera']","['israel', 'war', 'gaza', 'live', 'news', 'rafah', 'carnag', 'prompt', 'global', 'condemn', 'israelpalestin', 'conflict', 'news', 'al', 'jazeera']","['israel', 'war', 'gaza', 'live', 'news', 'rafah', 'carnage', 'prompt', 'global', 'condemnation', 'israelpalestine', 'conflict', 'news', 'al', 'jazeera']",Mon May 27 19:12:52 +0000 2024,Conflict,NEGATIVE
1795169418730688512,The only solution to the Israel-Palestine conflict is Israel completely liquidating the West Bank &amp; Gaza of any Palestinian population. I overwhelmingly support this,the only solution to the israelpalestine conflict is israel completely liquidating the west bank amp gaza of any palestinian population i overwhelmingly support this,"['solution', 'israelpalestine', 'conflict', 'israel', 'completely', 'liquidating', 'west', 'bank', 'amp', 'gaza', 'palestinian', 'population', 'overwhelmingly', 'support']","['solut', 'israelpalestin', 'conflict', 'israel', 'complet', 'liquid', 'west', 'bank', 'amp', 'gaza', 'palestinian', 'popul', 'overwhelmingli', 'support']","['solution', 'israelpalestine', 'conflict', 'israel', 'completely', 'liquidating', 'west', 'bank', 'amp', 'gaza', 'palestinian', 'population', 'overwhelmingly', 'support']",Mon May 27 19:05:16 +0000 2024,Boycott,NEGATIVE
1795168609204875264,Israel’s war on Gaza live news: Rafah carnage prompts global condemnation | Israel-Palestine conflict News | Al Jazeera https://t.co/O9JuGpnmLA,israels war on gaza live news rafah carnage prompts global condemnation  israelpalestine conflict news  al jazeera ,"['israels', 'war', 'gaza', 'live', 'news', 'rafah', 'carnage', 'prompts', 'global', 'condemnation', 'israelpalestine', 'conflict', 'news', 'al', 'jazeera']","['israel', 'war', 'gaza', 'live', 'news', 'rafah', 'carnag', 'prompt', 'global', 'condemn', 'israelpalestin', 'conflict', 'news', 'al', 'jazeera']","['israel', 'war', 'gaza', 'live', 'news', 'rafah', 'carnage', 'prompt', 'global', 'condemnation', 'israelpalestine', 'conflict', 'news', 'al', 'jazeera']",Mon May 27 19:02:03 +0000 2024,Conflict,NEGATIVE
1795168539638145536,"Israel attacked Rafah at night, ‘all the people burned’ | Israel-Palestine conflict | Al Jazeera https://t.co/HFAA0ayokr",israel attacked rafah at night all the people burned  israelpalestine conflict  al jazeera ,"['israel', 'attacked', 'rafah', 'night', 'people', 'burned', 'israelpalestine', 'conflict', 'al', 'jazeera']","['israel', 'attack', 'rafah', 'night', 'peopl', 'burn', 'israelpalestin', 'conflict', 'al', 'jazeera']","['israel', 'attacked', 'rafah', 'night', 'people', 'burned', 'israelpalestine', 'conflict', 'al', 'jazeera']",Mon May 27 19:01:47 +0000 2024,Conflict,NEGATIVE
1795165475015450624,@shamziman @davidngira @Alonso_GD i mean the israel/palestine conflict started in 1948 with the nakba,   i mean the israelpalestine conflict started in  with the nakba,"['mean', 'israelpalestine', 'conflict', 'started', 'nakba']","['mean', 'israelpalestin', 'conflict', 'start', 'nakba']","['mean', 'israelpalestine', 'conflict', 'started', 'nakba']",Mon May 27 18:49:36 +0000 2024,Conflict,NEGATIVE
1795164510984036864,but you want her to do something about the Israel/Palestine conflict,but you want her to do something about the israelpalestine conflict,"['want', 'something', 'israelpalestine', 'conflict']","['want', 'someth', 'israelpalestin', 'conflict']","['want', 'something', 'israelpalestine', 'conflict']",Mon May 27 18:45:46 +0000 2024,Conflict,POSITIVE
1795163304727334912,"Our Prime Minister Said Israel-Palestine conflict have to be sorted on Two State solution, it means Pakistan is soon gonna accept Israel? If it happens it will be sucide attempt for this establishment and government.",our prime minister said israelpalestine conflict have to be sorted on two state solution it means pakistan is soon gonna accept israel if it happens it will be sucide attempt for this establishment and government,"['prime', 'minister', 'said', 'israelpalestine', 'conflict', 'sorted', 'two', 'state', 'solution', 'means', 'pakistan', 'soon', 'gon', 'na', 'accept', 'israel', 'happens', 'sucide', 'attempt', 'establishment', 'government']","['prime', 'minist', 'said', 'israelpalestin', 'conflict', 'sort', 'two', 'state', 'solut', 'mean', 'pakistan', 'soon', 'gon', 'na', 'accept', 'israel', 'happen', 'sucid', 'attempt', 'establish', 'govern']","['prime', 'minister', 'said', 'israelpalestine', 'conflict', 'sorted', 'two', 'state', 'solution', 'mean', 'pakistan', 'soon', 'gon', 'na', 'accept', 'israel', 'happens', 'sucide', 'attempt', 'establishment', 'government']",Mon May 27 18:40:59 +0000 2024,Conflict,NEGATIVE
1795158915920920832,"Israel attacked Rafah at night, ‘all the people burned’ | Israel-Palestine conflict | Al Jazeera https://t.co/BKpkesLLTs",israel attacked rafah at night all the people burned  israelpalestine conflict  al jazeera ,"['israel', 'attacked', 'rafah', 'night', 'people', 'burned', 'israelpalestine', 'conflict', 'al', 'jazeera']","['israel', 'attack', 'rafah', 'night', 'peopl', 'burn', 'israelpalestin', 'conflict', 'al', 'jazeera']","['israel', 'attacked', 'rafah', 'night', 'people', 'burned', 'israelpalestine', 'conflict', 'al', 'jazeera']",Mon May 27 18:23:32 +0000 2024,Conflict,NEGATIVE
1795158113483383296,"@miacat47 @i__goldie @ndsnas The only one who said anything about value is you. It's that western media has drawn more attention to Israel/Palestine because it's a (terrible) step in the developing conflict between two nations over 75 years, and that the U.S. is at least complicit in this.",   the only one who said anything about value is you its that western media has drawn more attention to israelpalestine because its a terrible step in the developing conflict between two nations over  years and that the us is at least complicit in this,"['one', 'said', 'anything', 'value', 'western', 'media', 'drawn', 'attention', 'israelpalestine', 'terrible', 'step', 'developing', 'conflict', 'two', 'nations', 'years', 'us', 'least', 'complicit']","['one', 'said', 'anyth', 'valu', 'western', 'media', 'drawn', 'attent', 'israelpalestin', 'terribl', 'step', 'develop', 'conflict', 'two', 'nation', 'year', 'us', 'least', 'complicit']","['one', 'said', 'anything', 'value', 'western', 'medium', 'drawn', 'attention', 'israelpalestine', 'terrible', 'step', 'developing', 'conflict', 'two', 'nation', 'year', 'u', 'least', 'complicit']",Mon May 27 18:20:21 +0000 2024,Conflict,NEGATIVE
1795157820691624192,"98% of everyone killed in the Israel/Palestine conflict is Palestinian... That's a fifty-to-one kill ratio against the people who are allegedly the ""genocidal terrorists""... Almost like projection.", of everyone killed in the israelpalestine conflict is palestinian thats a fiftytoone kill ratio against the people who are allegedly the genocidal terrorists almost like projection,"['everyone', 'killed', 'israelpalestine', 'conflict', 'palestinian', 'thats', 'fiftytoone', 'kill', 'ratio', 'people', 'allegedly', 'genocidal', 'terrorists', 'almost', 'like', 'projection']","['everyon', 'kill', 'israelpalestin', 'conflict', 'palestinian', 'that', 'fiftytoon', 'kill', 'ratio', 'peopl', 'allegedli', 'genocid', 'terrorist', 'almost', 'like', 'project']","['everyone', 'killed', 'israelpalestine', 'conflict', 'palestinian', 'thats', 'fiftytoone', 'kill', 'ratio', 'people', 'allegedly', 'genocidal', 'terrorist', 'almost', 'like', 'projection']",Mon May 27 18:19:11 +0000 2024,Conflict,NEGATIVE
1795156823101599744,"@LianaJacob Thanks, had a quick skim through - guessing those 'laws of conflict' are broken routinely in Israel/Palestine, Ukraine, Syria and in the past in Iraq, Afghanistan etc", thanks had a quick skim through  guessing those laws of conflict are broken routinely in israelpalestine ukraine syria and in the past in iraq afghanistan etc,"['thanks', 'quick', 'skim', 'guessing', 'laws', 'conflict', 'broken', 'routinely', 'israelpalestine', 'ukraine', 'syria', 'past', 'iraq', 'afghanistan', 'etc']","['thank', 'quick', 'skim', 'guess', 'law', 'conflict', 'broken', 'routin', 'israelpalestin', 'ukrain', 'syria', 'past', 'iraq', 'afghanistan', 'etc']","['thanks', 'quick', 'skim', 'guessing', 'law', 'conflict', 'broken', 'routinely', 'israelpalestine', 'ukraine', 'syria', 'past', 'iraq', 'afghanistan', 'etc']",Mon May 27 18:15:13 +0000 2024,Conflict,NEGATIVE
